historical_finding_id,source_file,inspection_type,site_name,site_address,equipment_class,inspection_date,section,severity_category,finding_number,area,finding_text,finding_text_clean,correction,reference_raw,reference_type,reference_normalized,standard_code,clause_number,law_code,law_section,retrieval_text
HF-00377,p#U00f6yt#U00e4kirja phytonia varten/Tarkaastukset 2025/M#U00e4#U00e4r#U00e4aikaistarkastukset 2025/m#U00e4#U00e4r#U00e4aikaistarkastus rovaniemi.docx,määräaikainen,Finavia Oyj,Lentokentäntie 9611 Rovaniemi,2c,26.3.2025,8. Suositukset,suositus,11,"Kohteessa varastoituna yli 10t kevyttä polttoöljyä/dieseliä. Kohteen toiminnasta on tehtävä ilmoitus kunnan pelastusviranomaiselle, mikäli sitä ei ole tehty [Kemidigi suhdelukulaskenta, Kemikaaliturvallisuuslaki 390/2005; 24 § ja Vna 685/2015; 33 §].",,,,,,,,,,,"määräaikainen | Finavia Oyj | Kohteessa varastoituna yli 10t kevyttä polttoöljyä/dieseliä. Kohteen toiminnasta on tehtävä ilmoitus kunnan pelastusviranomaiselle, mikäli sitä ei ole tehty [Kemidigi suhdelukulaskenta, Kemikaaliturvallisuuslaki 390/2005; 24 § ja Vna 685/2015; 33 §]. |  |  | suositus"
HF-00378,p#U00f6yt#U00e4kirja phytonia varten/Tarkaastukset 2025/M#U00e4#U00e4r#U00e4aikaistarkastukset 2025/maaraaikaistarkastuspoytakirja KL Sport Oy.docx,määräaikainen,KL Sport Oy,"Valuraudantie 17, 00700 Helsinki",1b,6.6.2025,6. Vakavat puutteet ja viat (kat. 1),kat_1_vakava,1,WC (pääkeskus H. vieressä),Peilikaapin pistorasian suojamaa ei kytke. Vikasuojaus ei toimi. [SFS 6000.411.3],Peilikaapin pistorasian suojamaa ei kytke. Vikasuojaus ei toimi.,,SFS 6000.411.3,standard_clause,SFS 6000 kohta 411.3,SFS 6000,411.3,,,määräaikainen | KL Sport Oy | WC (pääkeskus H. vieressä) | Peilikaapin pistorasian suojamaa ei kytke. Vikasuojaus ei toimi. | SFS 6000 kohta 411.3 | kat_1_vakava
HF-00379,p#U00f6yt#U00e4kirja phytonia varten/Tarkaastukset 2025/M#U00e4#U00e4r#U00e4aikaistarkastukset 2025/maaraaikaistarkastuspoytakirja KL Sport Oy.docx,määräaikainen,KL Sport Oy,"Valuraudantie 17, 00700 Helsinki",1b,6.6.2025,6. Vakavat puutteet ja viat (kat. 1),kat_1_vakava,2,Lämmönjako H.,Kaukolämpömittarin sähköliitännän silumiinijakorasian runkoa ei ole maadoitettu. Vika suojaus ei toimi. [SFS 6000.411.3],Kaukolämpömittarin sähköliitännän silumiinijakorasian runkoa ei ole maadoitettu. Vika suojaus ei toimi.,,SFS 6000.411.3,standard_clause,SFS 6000 kohta 411.3,SFS 6000,411.3,,,määräaikainen | KL Sport Oy | Lämmönjako H. | Kaukolämpömittarin sähköliitännän silumiinijakorasian runkoa ei ole maadoitettu. Vika suojaus ei toimi. | SFS 6000 kohta 411.3 | kat_1_vakava
HF-00380,p#U00f6yt#U00e4kirja phytonia varten/Tarkaastukset 2025/M#U00e4#U00e4r#U00e4aikaistarkastukset 2025/maaraaikaistarkastuspoytakirja KL Sport Oy.docx,määräaikainen,KL Sport Oy,"Valuraudantie 17, 00700 Helsinki",1b,6.6.2025,6. Vakavat puutteet ja viat (kat. 1),kat_1_vakava,3,RK 1,"K2 varokekansia puuttuu, sekä yhden varokekannen lasi on rikki. Jännitteiset osat kosketeltavissa. [SFS 6000 liite 41.A]","K2 varokekansia puuttuu, sekä yhden varokekannen lasi on rikki. Jännitteiset osat kosketeltavissa.",,SFS 6000 liite 41.A,standard_clause,SFS 6000 kohta liite 41.A,SFS 6000,liite 41.A,,,"määräaikainen | KL Sport Oy | RK 1 | K2 varokekansia puuttuu, sekä yhden varokekannen lasi on rikki. Jännitteiset osat kosketeltavissa. | SFS 6000 kohta liite 41.A | kat_1_vakava"
HF-00381,p#U00f6yt#U00e4kirja phytonia varten/Tarkaastukset 2025/M#U00e4#U00e4r#U00e4aikaistarkastukset 2025/maaraaikaistarkastuspoytakirja KL Sport Oy.docx,määräaikainen,KL Sport Oy,"Valuraudantie 17, 00700 Helsinki",1b,6.6.2025,"7. Puutteet ja viat, jotka vähentävät käytön turvallisuutta (kat. 2)",kat_2_turvallisuutta_vahentava,1,PK ja RK1,keskuksien pääkaavio ei täsmää kaikilta osin sulakemerkintöihin [Vna 1434/2016 liitteen kohta 21].,keskuksien pääkaavio ei täsmää kaikilta osin sulakemerkintöihin .,,Vna 1434/2016 liitteen kohta 21,unparsed,Vna 1434/2016 liitteen kohta 21,,,,,määräaikainen | KL Sport Oy | PK ja RK1 | keskuksien pääkaavio ei täsmää kaikilta osin sulakemerkintöihin . | Vna 1434/2016 liitteen kohta 21 | kat_2_turvallisuutta_vahentava
HF-00382,p#U00f6yt#U00e4kirja phytonia varten/Tarkaastukset 2025/M#U00e4#U00e4r#U00e4aikaistarkastukset 2025/maaraaikaistarkastuspoytakirja KL Sport Oy.docx,määräaikainen,KL Sport Oy,"Valuraudantie 17, 00700 Helsinki",1b,6.6.2025,"7. Puutteet ja viat, jotka vähentävät käytön turvallisuutta (kat. 2)",kat_2_turvallisuutta_vahentava,2,PK tila,Pistorasia irronnut seinästä. [Vna 1434/2016 liitteen kohta 11],Pistorasia irronnut seinästä.,,Vna 1434/2016 liitteen kohta 11,unparsed,Vna 1434/2016 liitteen kohta 11,,,,,määräaikainen | KL Sport Oy | PK tila | Pistorasia irronnut seinästä. | Vna 1434/2016 liitteen kohta 11 | kat_2_turvallisuutta_vahentava
HF-00383,p#U00f6yt#U00e4kirja phytonia varten/Tarkaastukset 2025/M#U00e4#U00e4r#U00e4aikaistarkastukset 2025/maaraaikaistarkastuspoytakirja KL Sport Oy.docx,määräaikainen,KL Sport Oy,"Valuraudantie 17, 00700 Helsinki",1b,6.6.2025,"7. Puutteet ja viat, jotka vähentävät käytön turvallisuutta (kat. 2)",kat_2_turvallisuutta_vahentava,3,RK1,Sähkökeskuksen edessä ei ole 80cm vaadittua hoitotilaa. [SFS 6000.729.513.101],Sähkökeskuksen edessä ei ole 80cm vaadittua hoitotilaa.,,SFS 6000.729.513.101,standard_clause,SFS 6000 kohta 729.513.101,SFS 6000,729.513.101,,,määräaikainen | KL Sport Oy | RK1 | Sähkökeskuksen edessä ei ole 80cm vaadittua hoitotilaa. | SFS 6000 kohta 729.513.101 | kat_2_turvallisuutta_vahentava
HF-00384,p#U00f6yt#U00e4kirja phytonia varten/Tarkaastukset 2025/M#U00e4#U00e4r#U00e4aikaistarkastukset 2025/maaraaikaistarkastuspoytakirja KL Sport Oy.docx,määräaikainen,KL Sport Oy,"Valuraudantie 17, 00700 Helsinki",1b,6.6.2025,"7. Puutteet ja viat, jotka vähentävät käytön turvallisuutta (kat. 2)",kat_2_turvallisuutta_vahentava,4,RK1,Sähkökeskuksen yläpuolisia kaapeliläpivientejä avonaisena. Keskuksen kotelointiluokka ei täyty. [SFS 6000 liite 41.A],Sähkökeskuksen yläpuolisia kaapeliläpivientejä avonaisena. Keskuksen kotelointiluokka ei täyty.,,SFS 6000 liite 41.A,standard_clause,SFS 6000 kohta liite 41.A,SFS 6000,liite 41.A,,,määräaikainen | KL Sport Oy | RK1 | Sähkökeskuksen yläpuolisia kaapeliläpivientejä avonaisena. Keskuksen kotelointiluokka ei täyty. | SFS 6000 kohta liite 41.A | kat_2_turvallisuutta_vahentava
HF-00385,p#U00f6yt#U00e4kirja phytonia varten/Tarkaastukset 2025/M#U00e4#U00e4r#U00e4aikaistarkastukset 2025/maaraaikaistarkastuspoytakirja KL Sport Oy.docx,määräaikainen,KL Sport Oy,"Valuraudantie 17, 00700 Helsinki",1b,6.6.2025,"7. Puutteet ja viat, jotka vähentävät käytön turvallisuutta (kat. 2)",kat_2_turvallisuutta_vahentava,5,Varasto/lämmönjako H.,Rakennuksen sisään tulevia kaukolämpöputkia ei ole liitetty rakennuksen potentiaalintasausjärjestelmään. Liitos kohta tulisi olla mahdollisimman lähellä rakennuksen sisääntulokohtaa. [SFS 6000.411.3.1.2],Rakennuksen sisään tulevia kaukolämpöputkia ei ole liitetty rakennuksen potentiaalintasausjärjestelmään. Liitos kohta tulisi olla mahdollisimman lähellä rakennuksen sisääntulokohtaa.,,SFS 6000.411.3.1.2,standard_clause,SFS 6000 kohta 411.3.1.2,SFS 6000,411.3.1.2,,,määräaikainen | KL Sport Oy | Varasto/lämmönjako H. | Rakennuksen sisään tulevia kaukolämpöputkia ei ole liitetty rakennuksen potentiaalintasausjärjestelmään. Liitos kohta tulisi olla mahdollisimman lähellä rakennuksen sisääntulokohtaa. | SFS 6000 kohta 411.3.1.2 | kat_2_turvallisuutta_vahentava
HF-00386,p#U00f6yt#U00e4kirja phytonia varten/Tarkaastukset 2025/M#U00e4#U00e4r#U00e4aikaistarkastukset 2025/maaraaikaistarkastuspoytakirja KL Sport Oy.docx,määräaikainen,KL Sport Oy,"Valuraudantie 17, 00700 Helsinki",1b,6.6.2025,"7. Puutteet ja viat, jotka vähentävät käytön turvallisuutta (kat. 2)",kat_2_turvallisuutta_vahentava,6,Varasto,"IV-koneen oikealla puolella varastohylly, jonka takana pistorasioita. Yksi 3~ vaiheinen pistorasia irronnut seinästä. [Vna 1434/2016 liitteen kohta 11]","IV-koneen oikealla puolella varastohylly, jonka takana pistorasioita. Yksi 3~ vaiheinen pistorasia irronnut seinästä.",,Vna 1434/2016 liitteen kohta 11,unparsed,Vna 1434/2016 liitteen kohta 11,,,,,"määräaikainen | KL Sport Oy | Varasto | IV-koneen oikealla puolella varastohylly, jonka takana pistorasioita. Yksi 3~ vaiheinen pistorasia irronnut seinästä. | Vna 1434/2016 liitteen kohta 11 | kat_2_turvallisuutta_vahentava"
HF-00387,p#U00f6yt#U00e4kirja phytonia varten/Tarkaastukset 2025/M#U00e4#U00e4r#U00e4aikaistarkastukset 2025/maaraaikaistarkastuspoytakirja KL Sport Oy.docx,määräaikainen,KL Sport Oy,"Valuraudantie 17, 00700 Helsinki",1b,6.6.2025,"7. Puutteet ja viat, jotka vähentävät käytön turvallisuutta (kat. 2)",kat_2_turvallisuutta_vahentava,7,Varasto,Kaapelihyllyillä ja valaisinripustuskiskoilla päättämättömiä MMJ tyyppisiä kaapeleita. [SFS 6000 liite 41.A],Kaapelihyllyillä ja valaisinripustuskiskoilla päättämättömiä MMJ tyyppisiä kaapeleita.,,SFS 6000 liite 41.A,standard_clause,SFS 6000 kohta liite 41.A,SFS 6000,liite 41.A,,,määräaikainen | KL Sport Oy | Varasto | Kaapelihyllyillä ja valaisinripustuskiskoilla päättämättömiä MMJ tyyppisiä kaapeleita. | SFS 6000 kohta liite 41.A | kat_2_turvallisuutta_vahentava
HF-00388,p#U00f6yt#U00e4kirja phytonia varten/Tarkaastukset 2025/M#U00e4#U00e4r#U00e4aikaistarkastukset 2025/maaraaikaistarkastuspoytakirja KL Sport Oy.docx,määräaikainen,KL Sport Oy,"Valuraudantie 17, 00700 Helsinki",1b,6.6.2025,"7. Puutteet ja viat, jotka vähentävät käytön turvallisuutta (kat. 2)",kat_2_turvallisuutta_vahentava,8,Varaston keittiö,Kahvinkeitin ja leivänpaahdin on liitetty jatkojohdolla. Monihaarajatkojohto on tarkoitettu vain tilapäiseen käyttöön ja pienitehoisille laitteille. [SFS 6000.813.5.2],Kahvinkeitin ja leivänpaahdin on liitetty jatkojohdolla. Monihaarajatkojohto on tarkoitettu vain tilapäiseen käyttöön ja pienitehoisille laitteille.,,SFS 6000.813.5.2,standard_clause,SFS 6000 kohta 813.5.2,SFS 6000,813.5.2,,,määräaikainen | KL Sport Oy | Varaston keittiö | Kahvinkeitin ja leivänpaahdin on liitetty jatkojohdolla. Monihaarajatkojohto on tarkoitettu vain tilapäiseen käyttöön ja pienitehoisille laitteille. | SFS 6000 kohta 813.5.2 | kat_2_turvallisuutta_vahentava
HF-00389,p#U00f6yt#U00e4kirja phytonia varten/Tarkaastukset 2025/M#U00e4#U00e4r#U00e4aikaistarkastukset 2025/maaraaikaistarkastuspoytakirja KL Sport Oy.docx,määräaikainen,KL Sport Oy,"Valuraudantie 17, 00700 Helsinki",1b,6.6.2025,"7. Puutteet ja viat, jotka vähentävät käytön turvallisuutta (kat. 2)",kat_2_turvallisuutta_vahentava,9,Varasto,1-2 kerroksen portaikon päällä kaapelihylly jossa rikkinäinen jakorasia. Peruseristeiset johtimet kosketeltavissa. [SFS 6000 liite 41.A],1-2 kerroksen portaikon päällä kaapelihylly jossa rikkinäinen jakorasia. Peruseristeiset johtimet kosketeltavissa.,,SFS 6000 liite 41.A,standard_clause,SFS 6000 kohta liite 41.A,SFS 6000,liite 41.A,,,määräaikainen | KL Sport Oy | Varasto | 1-2 kerroksen portaikon päällä kaapelihylly jossa rikkinäinen jakorasia. Peruseristeiset johtimet kosketeltavissa. | SFS 6000 kohta liite 41.A | kat_2_turvallisuutta_vahentava
HF-00390,p#U00f6yt#U00e4kirja phytonia varten/Tarkaastukset 2025/M#U00e4#U00e4r#U00e4aikaistarkastukset 2025/maaraaikaistarkastuspoytakirja KL Sport Oy.docx,määräaikainen,KL Sport Oy,"Valuraudantie 17, 00700 Helsinki",1b,6.6.2025,"7. Puutteet ja viat, jotka vähentävät käytön turvallisuutta (kat. 2)",kat_2_turvallisuutta_vahentava,10,Ulkotilat,Rakennuksen ulkotiloissa itä- ja länsisivuilla avonaisia jakorasioita. Peruseristeiset johtimet kosketeltavissa. [SFS 6000 liite 41.A],Rakennuksen ulkotiloissa itä- ja länsisivuilla avonaisia jakorasioita. Peruseristeiset johtimet kosketeltavissa.,,SFS 6000 liite 41.A,standard_clause,SFS 6000 kohta liite 41.A,SFS 6000,liite 41.A,,,määräaikainen | KL Sport Oy | Ulkotilat | Rakennuksen ulkotiloissa itä- ja länsisivuilla avonaisia jakorasioita. Peruseristeiset johtimet kosketeltavissa. | SFS 6000 kohta liite 41.A | kat_2_turvallisuutta_vahentava
HF-00391,p#U00f6yt#U00e4kirja phytonia varten/Tarkaastukset 2025/M#U00e4#U00e4r#U00e4aikaistarkastukset 2025/maaraaikaistarkastuspoytakirja KL Sport Oy.docx,määräaikainen,KL Sport Oy,"Valuraudantie 17, 00700 Helsinki",1b,6.6.2025,8. Suositukset,suositus,1,Suositellaan huolto- ja kunnossapitosuunnitelmaa johon sisällytetään sähkökeskuksien lämpökuvaus ja määrävälein tehtävät sähköjärjestelmien kunnon tarkastukset.,,,,,,,,,,,määräaikainen | KL Sport Oy | Suositellaan huolto- ja kunnossapitosuunnitelmaa johon sisällytetään sähkökeskuksien lämpökuvaus ja määrävälein tehtävät sähköjärjestelmien kunnon tarkastukset. |  |  | suositus
HF-00392,p#U00f6yt#U00e4kirja phytonia varten/Tarkaastukset 2025/Varmennustarkastukset 2025/Saty-varmennustarkastustodistus punakiventie 2.docx,varmennus,Puotilan Sähkö Oy,"Punakiventie 2, 00980",1a,1.8.2025,8. Suositukset,suositus,1,Käyttöönottopöytäkirjassa kohteen osoite väärä.,,,,,,,,,,,varmennus | Puotilan Sähkö Oy | Käyttöönottopöytäkirjassa kohteen osoite väärä. |  |  | suositus
HF-00393,p#U00f6yt#U00e4kirja phytonia varten/Tarkaastukset 2025/Varmennustarkastukset 2025/Saty-varmennustarkastustodistus punakiventie 2.docx,varmennus,Puotilan Sähkö Oy,"Punakiventie 2, 00980",1a,1.8.2025,8. Suositukset,suositus,2,Luovutuspiirustukset jakamatta kohteeseen.,,,,,,,,,,,varmennus | Puotilan Sähkö Oy | Luovutuspiirustukset jakamatta kohteeseen. |  |  | suositus
HF-00394,p#U00f6yt#U00e4kirja phytonia varten/Tarkaastukset 2025/Varmennustarkastukset 2025/Saty-varmennustarkastustodistus punakiventie 2.docx,varmennus,Puotilan Sähkö Oy,"Punakiventie 2, 00980",1a,1.8.2025,8. Suositukset,suositus,3,Eristysresistanssimittauksen tulos tulisi kirjata ylös. Pöytäkirjan mukaan kuitenkin mitattu ja todettu vaatimuksen mukaiseksi.,,,,,,,,,,,varmennus | Puotilan Sähkö Oy | Eristysresistanssimittauksen tulos tulisi kirjata ylös. Pöytäkirjan mukaan kuitenkin mitattu ja todettu vaatimuksen mukaiseksi. |  |  | suositus
HF-00395,p#U00f6yt#U00e4kirja phytonia varten/Tarkaastukset 2025/Varmennustarkastukset 2025/Saty-varmennustarkastustodistus-2024 kytkintie.docx,varmennus,Uudenmaan Rakennus ja Sähkö Oy,"Kytkintie 47, 00770 Helsinki",1b,6.6.2025,8. Suositukset,suositus,1,Vesivaraajan putkistot tulee liittää rakennuksen potentiaalintasaukseen.,,,,,,,,,,,varmennus | Uudenmaan Rakennus ja Sähkö Oy | Vesivaraajan putkistot tulee liittää rakennuksen potentiaalintasaukseen. |  |  | suositus
HF-00396,p#U00f6yt#U00e4kirja phytonia varten/Tarkaastukset 2025/Varmennustarkastukset 2025/Saty-varmennustarkastustodistus-2025 powerical #U2013 picnic.docx,varmennus,Powerical Oy,"Leppävaarankatu 3-9, 02600 Espoo",1b,17.4.2025,"7. Puutteet ja viat, jotka vähentävät käytön turvallisuutta (kat. 2.)",kat_2_turvallisuutta_vahentava,1,JK 115-L,Keskuksen edessä ei ole 80 cm vapaata hoitotilaa [SFS 6000-729.513].,Keskuksen edessä ei ole 80 cm vapaata hoitotilaa .,,SFS 6000-729.513,standard_clause,SFS 6000-729 kohta 513,SFS 6000-729,513,,,varmennus | Powerical Oy | JK 115-L | Keskuksen edessä ei ole 80 cm vapaata hoitotilaa . | SFS 6000-729 kohta 513 | kat_2_turvallisuutta_vahentava
HF-00397,p#U00f6yt#U00e4kirja phytonia varten/Tarkaastukset 2025/Varmennustarkastukset 2025/Saty-varmennustarkastustodistus-2025 powerical #U2013 picnic.docx,varmennus,Powerical Oy,"Leppävaarankatu 3-9, 02600 Espoo",1b,17.4.2025,8. Suositukset,suositus,1,"Kohteella punakynät, mutta luovutuspiirustukset jakamatta kohteeseen.",,,,,,,,,,,"varmennus | Powerical Oy | Kohteella punakynät, mutta luovutuspiirustukset jakamatta kohteeseen. |  |  | suositus"
HF-00398,p#U00f6yt#U00e4kirja phytonia varten/Tarkaastukset 2025/Varmennustarkastukset 2025/Saty-varmennustarkastustodistus-2025 powerical #U2013Hemtex.docx,varmennus,Powerical Oy,"Leppävaarankatu 3-9, 02600 Espoo",1b,17.4.2025,8. Suositukset,suositus,1,"Kohteella punakynät, mutta luovutuspiirustukset jakamatta kohteeseen.",,,,,,,,,,,"varmennus | Powerical Oy | Kohteella punakynät, mutta luovutuspiirustukset jakamatta kohteeseen. |  |  | suositus"
HF-00399,p#U00f6yt#U00e4kirja phytonia varten/Tarkaastukset 2025/Varmennustarkastukset 2025/Saty-varmennustarkastustodistus-2025 powerical.docx,varmennus,Powerical Oy,"Leppävaarankatu 3-9, 02600 Espoo",1b,,8. Suositukset,suositus,1,"Kohteella punakynät, mutta luovutuspiirustukset jakamatta kohteeseen.",,,,,,,,,,,"varmennus | Powerical Oy | Kohteella punakynät, mutta luovutuspiirustukset jakamatta kohteeseen. |  |  | suositus"
HF-00400,p#U00f6yt#U00e4kirja phytonia varten/Tarkaastukset 2025/Varmennustarkastukset 2025/Saty-varmennustarkastustodistus-vahverotie 1.docx,varmennus,Puotilan Sähkö Oy,"Vahverotie 1, 02730 Espoo",1a,1.8.2025,"7. Puutteet ja viat, jotka vähentävät käytön turvallisuutta (kat. 2.)",kat_2_turvallisuutta_vahentava,1,Mittaukset,"Sähköauton latauspisteitä ei ole otettu käyttöön. Kun niihin kytketään jännite, tulee tehdä käyttöönottomittaukset niiden osalta ja varmistaa syötön automaattisen poiskytkennän toiminta. [SFS 6000-6]","Sähköauton latauspisteitä ei ole otettu käyttöön. Kun niihin kytketään jännite, tulee tehdä käyttöönottomittaukset niiden osalta ja varmistaa syötön automaattisen poiskytkennän toiminta.",,SFS 6000-6,standard_document,SFS 6000-6,SFS 6000-6,,,,"varmennus | Puotilan Sähkö Oy | Mittaukset | Sähköauton latauspisteitä ei ole otettu käyttöön. Kun niihin kytketään jännite, tulee tehdä käyttöönottomittaukset niiden osalta ja varmistaa syötön automaattisen poiskytkennän toiminta. | SFS 6000-6 | kat_2_turvallisuutta_vahentava"
